# Simulation 2 (Up to date)
# 374 data points written for 58 variables.
#
# Tempo (s),Altitude (m),Altitude above sea level (m),Velocidade vertical (m/s),Velocidade total (m/s),Aceleração vertical (m/s²),Aceleração total (m/s²),Posição a Este do lançamento (m),Posição Norte do lançamento (m),Distância lateral (m),Direção lateral (°),Velocidade lateral (m/s),Aceleração lateral (m/s²),Latitude (° N),Longitude (° E),Ângulo de ataque (°),Taxa de rotação (°/s),Taxa de arremesso (°/s),Taxa de guinada (°/s),Orientação vertical (zênite) (°),Orientação lateral (azimute) (°),Massa. (g),Massa do propelente (g),Momento de inércia longitudinal (kg·m²),Momento de inércia de rotação (kg·m²),Aceleração gravitacional (m/s²),Localização do CP (cm),Localização do CG (cm),Calibres da margem de estabilidade (​),Impulso (N),Thrust-to-weight ratio (​),Força de arrasto (N),Coeficiente de arrasto (​),Coeficiente de arrasto de atrito (​),Coeficiente de arrasto de pressão (​),Coeficiente de arrasto de base (​),Coeficiente de arrasto axial (​),Coeficiente de força normal (​),Coeficiente de momento de Pitch (​),Guinada coeficiente de momento (​),Coeficiente de força lateral (​),Coeficiente do momento de rotação (​),Coeficiente forçado de rotação (​),Coeficiente de amortecimento de rotação (​),Coeficiente de arremesso de amortecimento (​),Velocidade do vento (m/s),Wind direction (°),Temperatura do ar (°C),Pressão do ar (mbar),Air density (g/cm³),Velocidade do som (m/s),Número de Mach (​),Número de Reynolds (​),Comprimento de referência (cm),Área de referência (cm²),Passo de tempo de simulação (s),Tempo de computação (s),Aceleração de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.898,26.017,26.017,49.121,49.229,37.883,37.958,1.016,-6.442e-6,1.016,90,3.266,2.391,45,1.293e-5,0.81,-2.707e-6,2.215,0.002,84.672,89.998,61.587,13.428,9.728e-4,9.892e-6,9.806,31.697,24.204,2.997,3.392,5.617,0.454,0.619,0.433,0.064,0.123,0.621,0.172,0.516,1.112e-4,0,0,0,0,4.804e-5,2.016,90,14.831,1010.199,0.001,340.286,0.145,1.418e6,2.5,4.909,0.007,0.14,0
0.905,26.372,26.372,49.394,49.503,37.976,38.06,1.039,-6.251e-6,1.039,90,3.283,2.527,45,1.323e-5,0.762,-2.792e-6,6.127,0.003,84.642,89.999,61.553,13.394,9.722e-4,9.891e-6,9.806,31.711,24.196,3.006,3.402,5.636,0.459,0.62,0.432,0.064,0.123,0.621,0.162,0.486,2.218e-4,0,0,0,0,3.634e-4,2.012,90,14.829,1010.157,0.001,340.285,0.146,1.426e6,2.5,4.909,0.008,0.141,0
0.913,26.745,26.745,49.68,49.79,38.066,38.165,1.064,-6.032e-6,1.064,90,3.303,2.757,45,1.355e-5,0.688,-2.942e-6,9.968,0.003,84.581,89.999,61.517,13.358,9.715e-4,9.889e-6,9.806,31.733,24.189,3.018,3.412,5.657,0.465,0.62,0.432,0.064,0.123,0.62,0.146,0.439,3.5e-4,0,0,0,0,9.508e-4,2.012,90,14.826,1010.113,0.001,340.284,0.147,1.434e6,2.5,4.909,0.008,0.142,0
0.921,27.156,27.156,49.995,50.105,38.154,38.28,1.091,-5.774e-6,1.091,90,3.327,3.115,45,1.39e-5,0.58,-3.059e-6,13.688,2.473e-4,84.484,89.999,61.478,13.319,9.708e-4,9.888e-6,9.806,31.766,24.18,3.034,3.423,5.679,0.47,0.62,0.432,0.064,0.123,0.62,0.122,0.37,-2.419e-4,0,0,0,0,0.002,2.012,90,14.823,1010.065,0.001,340.282,0.148,1.443e6,2.5,4.909,0.01,0.143,0
0.931,27.641,27.641,50.364,50.476,38.244,38.417,1.124,-5.455e-6,1.124,90,3.36,3.651,45,1.431e-5,0.422,-2.81e-6,17.179,0.002,84.334,89.999,61.432,13.273,9.7e-4,9.886e-6,9.806,31.814,24.171,3.057,3.437,5.705,0.477,0.62,0.432,0.064,0.123,0.62,0.089,0.268,-1.688e-4,0,0,0,0,0.003,2.012,90,14.82,1010.008,0.001,340.28,0.149,1.454e6,2.5,4.909,0.009,0.143,0
0.94,28.108,28.108,50.717,50.831,38.317,38.552,1.155,-5.141e-6,1.155,90,3.396,4.251,45,1.471e-5,0.25,-2.975e-6,19.44,0.001,84.163,90,61.388,13.229,9.693e-4,9.884e-6,9.806,31.866,24.161,3.082,3.449,5.729,0.484,0.62,0.432,0.064,0.123,0.62,0.052,0.158,1.384e-4,0,0,0,0,0.003,2.012,90,14.817,1009.953,0.001,340.278,0.15,1.464e6,2.5,4.909,0.014,0.144,0
0.954,28.815,28.815,51.247,51.364,38.107,38.459,1.202,-4.662e-6,1.202,90,3.462,5.197,45,1.531e-5,0.023,-2.899e-6,-20.57,0.016,83.883,90,61.321,13.162,9.681e-4,9.881e-6,9.806,31.937,24.147,3.116,3.449,5.736,0.494,0.62,0.432,0.064,0.123,0.62,0.005,0.018,-2.016e-4,0,0,0,0,-0.004,2.01,90,14.813,1009.871,0.001,340.275,0.151,1.479e6,2.5,4.909,0.021,0.145,0
0.975,29.888,29.888,52.036,52.159,37.775,38.338,1.276,-3.955e-6,1.276,90,3.584,6.55,45,1.624e-5,0.393,-3.187e-6,-16.981,-9.46e-4,83.482,90,61.221,13.062,9.663e-4,9.877e-6,9.806,31.823,24.125,3.079,3.449,5.745,0.509,0.62,0.432,0.065,0.123,0.62,0.083,0.257,2.504e-4,0,0,0,0,-0.003,1.999,90,14.806,1009.745,0.001,340.271,0.154,1.502e6,2.5,4.909,0.013,0.146,0
0.987,30.557,30.557,52.518,52.646,37.586,38.263,1.322,-3.557e-6,1.322,90,3.672,7.166,45,1.683e-5,0.548,-3.419e-6,-12.103,3.481e-4,83.295,90.001,61.159,13,9.652e-4,9.875e-6,9.806,31.776,24.112,3.066,3.449,5.751,0.519,0.62,0.432,0.065,0.123,0.621,0.116,0.356,-2.252e-4,0,0,0,0,-0.001,1.993,90,14.801,1009.666,0.001,340.269,0.155,1.516e6,2.5,4.909,0.004,0.146,0
0.991,30.744,30.744,52.652,52.781,37.539,38.24,1.335,-3.456e-6,1.335,90,3.698,7.292,45,1.7e-5,0.578,-3.443e-6,-10.481,3.113e-4,83.255,90.001,61.142,12.983,9.649e-4,9.874e-6,9.806,31.767,24.108,3.064,3.449,5.752,0.522,0.62,0.432,0.065,0.123,0.621,0.122,0.375,3.627e-4,0,0,0,0,-9.357e-4,1.991,90,14.8,1009.644,0.001,340.268,0.156,1.519e6,2.5,4.909,0.005,0.147,0
0.996,31.026,31.026,52.83,52.962,29.231,29.936,1.355,-3.316e-6,1.355,90,3.735,6.455,45,1.725e-5,0.611,-3.528e-6,-7.893,0.001,83.205,90.001,61.12,12.961,9.645e-4,9.873e-6,9.806,31.757,24.104,3.062,2.941,4.908,0.526,0.62,0.432,0.065,0.123,0.621,0.129,0.397,-2.18e-4,0,0,0,0,-5.271e-4,1.989,90,14.798,1009.611,0.001,340.267,0.156,1.525e6,2.5,4.909,0.006,0.148,0
1.002,31.325,31.325,52.97,53.104,20.453,21.178,1.376,-3.18e-6,1.376,90,3.769,5.494,45,1.752e-5,0.629,-3.468e-6,-5.016,0.002,83.169,90.001,61.097,12.938,9.641e-4,9.872e-6,9.806,31.752,24.099,3.061,2.404,4.013,0.528,0.62,0.432,0.065,0.123,0.621,0.133,0.408,-6.212e-5,0,0,0,0,-2.117e-4,1.987,90,14.796,1009.576,0.001,340.266,0.157,1.529e6,2.5,4.909,0.008,0.149,0
1.01,31.749,31.749,53.059,53.195,1.739,3.683,1.406,-3.009e-6,1.406,90,3.804,3.246,45,1.791e-5,0.624,-3.612e-6,-0.879,4.232e-4,83.145,90.001,61.077,12.918,9.637e-4,9.872e-6,9.806,31.754,24.094,3.064,1.254,2.094,0.53,0.62,0.432,0.065,0.123,0.621,0.132,0.404,-1.26e-4,0,0,0,0,-6.477e-6,1.989,90,14.794,1009.526,0.001,340.264,0.157,1.531e6,2.5,4.909,0.008,0.149,0
1.018,32.163,32.163,53.042,53.18,-6.189,6.564,1.436,-2.863e-6,1.436,90,3.825,2.185,45,1.829e-5,0.588,-3.673e-6,3.026,4.858e-4,83.154,90.001,61.07,12.911,9.636e-4,9.871e-6,9.806,31.765,24.093,3.069,0.765,1.278,0.53,0.62,0.432,0.065,0.123,0.621,0.124,0.381,1.363e-5,0,0,0,0,7.685e-5,1.991,90,14.791,1009.478,0.001,340.262,0.157,1.531e6,2.5,4.909,0.008,0.15,0
1.026,32.602,32.602,52.956,53.095,-14.566,14.599,1.468,-2.729e-6,1.468,90,3.838,0.974,45,1.869e-5,0.521,-3.452e-6,6.813,-5.713e-4,83.195,90.001,61.063,12.903,9.635e-4,9.871e-6,9.806,31.785,24.091,3.077,0.246,0.412,0.528,0.62,0.432,0.065,0.123,0.621,0.11,0.338,4.88e-4,0,0,0,0,3.906e-4,1.994,90,14.788,1009.426,0.001,340.26,0.157,1.528e6,2.5,4.909,0.004,0.151,0
# Event BURNOUT occurred at t=1.03 seconds
1.03,32.81,32.81,52.891,53.03,-18.537,18.541,1.483,-2.671e-6,1.483,90,3.841,0.376,45,1.889e-5,0.479,-3.462e-6,8.425,-7.284e-5,83.225,90.001,61.059,12.9,9.634e-4,9.871e-6,9.806,31.797,24.09,3.083,0,0,0.527,0.62,0.432,0.065,0.123,0.621,0.101,0.311,-3.514e-4,0,0,0,0,5.989e-4,1.995,90,14.787,1009.402,0.001,340.26,0.156,1.526e6,2.5,4.909,0.006,0.154,0
1.036,33.121,33.121,52.782,52.921,-18.474,18.475,1.506,-2.591e-6,1.506,90,3.842,0.171,45,1.917e-5,0.407,-3.589e-6,10.561,7.796e-4,83.281,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.819,24.09,3.092,0,0,0.524,0.62,0.432,0.065,0.123,0.62,0.086,0.263,1.122e-4,0,0,0,0,9.449e-4,1.996,90,14.785,1009.365,0.001,340.258,0.156,1.523e6,2.5,4.909,0.009,0.155,0
1.045,33.587,33.587,52.619,52.759,-18.376,18.377,1.54,-2.483e-6,1.54,90,3.842,0.182,45,1.961e-5,0.28,-3.77e-6,13.035,-0.002,83.386,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.858,24.09,3.107,0,0,0.521,0.62,0.432,0.065,0.123,0.62,0.059,0.181,-6.425e-5,0,0,0,0,0.001,1.998,90,14.782,1009.311,0.001,340.257,0.156,1.519e6,2.5,4.909,0.013,0.156,0
1.058,34.284,34.284,52.376,52.516,-18.233,18.246,1.591,-2.343e-6,1.591,90,3.836,0.702,45,2.026e-5,0.087,-3.593e-6,14.938,-0.007,83.574,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.918,24.09,3.131,0,0,0.516,0.62,0.432,0.065,0.123,0.62,0.018,0.054,-2.311e-4,0,0,0,0,0.002,1.983,90,14.777,1009.229,0.001,340.254,0.155,1.512e6,2.5,4.909,0.02,0.157,0
1.078,35.322,35.322,52.015,52.155,-18.038,18.092,1.667,-2.162e-6,1.667,90,3.815,1.401,45,2.123e-5,0.183,-3.344e-6,-14.075,-0.002,83.869,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.888,24.09,3.119,0,0,0.509,0.62,0.432,0.065,0.123,0.62,0.038,0.121,8.15e-5,0,0,0,0,-0.002,1.94,90,14.77,1009.107,0.001,340.25,0.154,1.501e6,2.5,4.909,0.027,0.158,0
1.105,36.721,36.721,51.531,51.668,-17.82,17.937,1.769,-1.926e-6,1.769,90,3.768,2.048,45,2.253e-5,0.441,-2.945e-6,-7.176,-5.871e-4,84.167,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.809,24.09,3.087,0,0,0.499,0.62,0.432,0.064,0.123,0.62,0.093,0.287,-1.853e-4,0,0,0,0,-4.577e-4,1.897,90,14.761,1008.943,0.001,340.244,0.152,1.487e6,2.5,4.909,0.012,0.158,0
1.117,37.321,37.321,51.324,51.46,-17.739,17.877,1.813,-1.806e-6,1.813,90,3.743,2.215,45,2.309e-5,0.51,-3.378e-6,-2.843,-0.003,84.226,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.788,24.09,3.079,0,0,0.496,0.62,0.432,0.064,0.123,0.62,0.107,0.331,5.166e-5,0,0,0,0,-7.243e-5,1.908,90,14.757,1008.873,0.001,340.242,0.152,1.481e6,2.5,4.909,0.01,0.159,0
1.127,37.842,37.842,51.143,51.279,-17.679,17.821,1.851,-1.68e-6,1.851,90,3.72,2.242,45,2.357e-5,0.525,-3.621e-6,1.227,-0.003,84.235,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.783,24.09,3.077,0,0,0.492,0.62,0.432,0.064,0.123,0.62,0.111,0.341,-4.427e-4,0,0,0,0,1.358e-5,1.918,90,14.754,1008.812,0.001,340.24,0.151,1.475e6,2.5,4.909,0.01,0.16,0
1.137,38.349,38.349,50.968,51.102,-17.63,17.762,1.888,-1.532e-6,1.888,90,3.698,2.165,45,2.404e-5,0.501,-3.339e-6,5.141,-6.403e-4,84.203,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.79,24.09,3.08,0,0,0.489,0.62,0.432,0.064,0.123,0.62,0.106,0.325,2.836e-4,0,0,0,0,2.401e-4,1.927,90,14.751,1008.752,0.001,340.238,0.151,1.47e6,2.5,4.909,0.01,0.161,0
1.147,38.883,38.883,50.783,50.916,-17.586,17.698,1.926,-1.347e-6,1.926,90,3.676,1.983,45,2.453e-5,0.437,-3.381e-6,8.893,0.003,84.129,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.809,24.09,3.088,0,0,0.485,0.62,0.432,0.064,0.123,0.62,0.092,0.283,1.881e-4,0,0,0,0,7.237e-4,1.937,90,14.747,1008.69,0.001,340.236,0.15,1.465e6,2.5,4.909,0.012,0.161,0
1.159,39.5,39.5,50.569,50.701,-17.547,17.626,1.971,-1.107e-6,1.971,90,3.654,1.671,45,2.51e-5,0.32,-3.561e-6,12.372,0.006,83.998,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.845,24.09,3.102,0,0,0.481,0.62,0.432,0.064,0.123,0.62,0.067,0.207,-3.536e-5,0,0,0,0,0.001,1.949,90,14.743,1008.617,0.001,340.233,0.15,1.459e6,2.5,4.909,0.017,0.162,0
1.176,40.347,40.347,50.275,50.406,-17.507,17.544,2.032,-7.75e-7,2.032,90,3.63,1.139,45,2.588e-5,0.113,-3.584e-6,15.087,0.015,83.764,90.001,61.059,12.9,9.634e-4,9.871e-6,9.806,31.909,24.09,3.127,0,0,0.475,0.62,0.432,0.064,0.123,0.62,0.024,0.072,-4.685e-4,0,0,0,0,0.002,1.964,90,14.738,1008.518,0.001,340.23,0.149,1.45e6,2.5,4.909,0.025,0.163,0
1.201,41.608,41.608,49.835,49.965,-17.46,17.464,2.123,-4.141e-7,2.123,90,3.612,0.356,45,2.704e-5,0.205,-2.133e-6,-14.1,0.008,83.385,90.001,61.059,12.9,9.634e-4,9.871e-6,9.806,31.88,24.09,3.116,0,0,0.467,0.62,0.432,0.064,0.123,0.62,0.043,0.135,3.775e-4,0,0,0,0,-0.002,1.987,90,14.73,1008.37,0.001,340.225,0.147,1.438e6,2.5,4.909,0.026,0.164,0
1.228,42.919,42.919,49.374,49.506,-17.381,17.382,2.219,-3.262e-7,2.219,90,3.609,0.107,45,2.826e-5,0.4,0,-8.029,-3.424e-5,83.085,90.002,61.059,12.9,9.634e-4,9.871e-6,9.806,31.82,24.09,3.092,0,0,0.458,0.62,0.432,0.064,0.123,0.62,0.084,0.26,1.108e-4,0,0,0,0,-6.236e-4,2.029,90,14.721,1008.216,0.001,340.22,0.146,1.425e6,2.5,4.909,0.014,0.164,0
1.242,43.609,43.609,49.131,49.264,-17.316,17.317,2.269,-4.552e-7,2.269,90,3.611,0.155,45,2.89e-5,0.424,0,-3.879,-0.002,83.001,90.003,61.059,12.9,9.634e-4,9.871e-6,9.806,31.813,24.09,3.089,0,0,0.454,0.62,0.433,0.064,0.123,0.62,0.089,0.275,-1.888e-4,0,0,0,0,-1.47e-4,2.052,90,14.717,1008.135,0.001,340.217,0.145,1.418e6,2.5,4.909,0.013,0.166,0
1.255,44.263,44.263,48.9,49.034,-17.236,17.236,2.318,-7.341e-7,2.318,90,3.613,0.071,45,2.951e-5,0.392,-2.99e-7,-0.005,0.003,82.976,90.003,61.059,12.9,9.634e-4,9.871e-6,9.806,31.822,24.09,3.093,0,0,0.45,0.619,0.433,0.064,0.123,0.62,0.082,0.255,3.008e-5,0,0,0,0,0,2.073,90,14.712,1008.059,0.001,340.215,0.145,1.411e6,2.5,4.909,0.015,0.167,0
1.27,44.972,44.972,48.651,48.785,-17.133,17.134,2.37,-1.212e-6,2.37,90,3.613,0.142,45,3.018e-5,0.305,-7.73e-7,3.569,0.008,83.003,90.002,61.059,12.9,9.634e-4,9.871e-6,9.806,31.849,24.09,3.103,0,0,0.445,0.619,0.433,0.064,0.123,0.62,0.064,0.198,-4.608e-4,0,0,0,0,1.268e-4,2.096,90,14.708,1007.976,0.001,340.212,0.144,1.404e6,2.5,4.909,0.019,0.168,0
1.289,45.891,45.891,48.327,48.462,-16.986,16.994,2.439,-2.005e-6,2.439,90,3.606,0.543,45,3.105e-5,0.134,-9.37e-7,6.483,0.011,83.101,90.001,61.059,12.9,9.634e-4,9.871e-6,9.806,31.901,24.09,3.124,0,0,0.439,0.619,0.433,0.064,0.123,0.619,0.028,0.086,1.728e-4,0,0,0,0,4.239e-4,2.126,90,14.702,1007.868,0.001,340.208,0.143,1.395e6,2.5,4.909,0.028,0.168,0
1.317,47.258,47.258,47.847,47.981,-16.783,16.814,2.541,-3.175e-6,2.541,90,3.583,1.033,45,3.236e-5,0.089,-1.185e-6,-6.591,0.011,83.297,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.915,24.09,3.13,0,0,0.43,0.619,0.433,0.064,0.123,0.619,0.019,0.058,3.635e-4,0,0,0,0,-4.469e-4,2.116,90,14.693,1007.707,0.001,340.203,0.142,1.381e6,2.5,4.909,0.043,0.169,0
1.36,49.283,49.283,47.137,47.269,-16.539,16.592,2.692,-4.019e-6,2.692,90,3.531,1.315,45,3.429e-5,0.235,3.023e-6,-1.544,0.011,83.481,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.87,24.09,3.112,0,0,0.418,0.619,0.433,0.064,0.123,0.619,0.049,0.153,2.169e-4,0,0,0,0,-2.527e-5,2.051,90,14.68,1007.47,0.001,340.195,0.14,1.36e6,2.5,4.909,0.026,0.171,0
1.386,50.509,50.509,46.707,46.838,-16.421,16.468,2.784,-4.177e-6,2.784,90,3.497,1.236,45,3.546e-5,0.21,4.232e-6,2.343,0.004,83.47,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.877,24.09,3.115,0,0,0.41,0.619,0.433,0.064,0.122,0.619,0.044,0.136,2.254e-4,0,0,0,0,5.926e-5,2.023,90,14.672,1007.326,0.001,340.19,0.138,1.347e6,2.5,4.909,0.03,0.172,0
1.416,51.894,51.894,46.219,46.349,-16.308,16.337,2.888,-4.367e-6,2.888,90,3.464,0.977,45,3.678e-5,0.098,4.911e-6,5.268,-0.004,83.351,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.912,24.09,3.128,0,0,0.401,0.619,0.433,0.064,0.122,0.619,0.021,0.063,-3.412e-5,0,0,0,0,3.061e-4,2.004,90,14.663,1007.164,0.001,340.184,0.137,1.333e6,2.5,4.909,0.045,0.172,0
1.46,53.945,53.945,45.493,45.622,-16.151,16.16,3.042,-4.588e-6,3.042,90,3.431,0.552,45,3.874e-5,0.1,6.075e-6,-5.119,-0.01,83.1,89.998,61.059,12.9,9.634e-4,9.871e-6,9.806,31.911,24.09,3.128,0,0,0.389,0.619,0.433,0.064,0.122,0.619,0.021,0.066,3.822e-4,0,0,0,0,-2.982e-4,1.994,90,14.649,1006.923,0.001,340.176,0.135,1.312e6,2.5,4.909,0.05,0.173,0
1.51,56.199,56.199,44.69,44.82,-15.947,15.952,3.213,-4.072e-6,3.213,90,3.409,0.392,45,4.092e-5,0.176,1.174e-5,-0.54,-0.011,82.954,90.001,61.059,12.9,9.634e-4,9.871e-6,9.806,31.887,24.09,3.119,0,0,0.375,0.619,0.433,0.064,0.122,0.619,0.037,0.114,4.966e-4,0,0,0,0,-3.432e-6,1.976,90,14.635,1006.659,0.001,340.168,0.132,1.289e6,2.5,4.909,0.039,0.174,0
1.549,57.927,57.927,44.073,44.203,-15.758,15.767,3.345,-3.996e-6,3.345,90,3.391,0.528,45,4.26e-5,0.1,1.278e-5,2.781,-0.022,83.004,90.004,61.059,12.9,9.634e-4,9.871e-6,9.806,31.91,24.09,3.128,0,0,0.365,0.619,0.433,0.064,0.122,0.619,0.021,0.065,-3.49e-4,0,0,0,0,9.374e-5,1.939,90,14.623,1006.456,0.001,340.161,0.131,1.271e6,2.5,4.909,0.05,0.174,0
1.599,60.111,60.111,43.291,43.421,-15.518,15.535,3.514,-5.7e-6,3.514,90,3.36,0.739,45,4.475e-5,0.029,1.482e-5,-3.804,-0.07,83.183,90.005,61.059,12.9,9.634e-4,9.871e-6,9.806,31.932,24.09,3.137,0,0,0.352,0.619,0.433,0.064,0.122,0.619,0.006,0.019,-3.766e-4,0,0,0,0,-1.819e-4,1.838,90,14.609,1006.2,0.001,340.152,0.128,1.248e6,2.5,4.909,0.05,0.175,0
1.649,62.257,62.257,42.521,42.65,-15.285,15.316,3.681,-9.273e-6,3.681,90,3.315,0.975,45,4.688e-5,0.176,1.304e-5,-0.657,-0.019,83.307,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,31.886,24.09,3.118,0,0,0.339,0.619,0.433,0.064,0.122,0.619,0.037,0.115,2.185e-4,0,0,0,0,-5.619e-6,1.807,90,14.595,1005.948,0.001,340.144,0.126,1.226e6,2.5,4.909,0.043,0.176,0
1.692,64.063,64.063,41.871,41.999,-15.105,15.143,3.822,-1.169e-5,3.822,90,3.27,1.074,45,4.867e-5,0.243,2.14e-5,4.384,-0.024,83.231,89.993,61.059,12.9,9.634e-4,9.871e-6,9.806,31.865,24.09,3.11,0,0,0.329,0.618,0.433,0.064,0.122,0.619,0.051,0.157,1.79e-4,0,0,0,0,2.58e-4,1.88,90,14.584,1005.737,0.001,340.137,0.124,1.207e6,2.5,4.909,0.032,0.176,0
1.724,65.403,65.403,41.387,41.513,-15.012,15.032,3.927,-1.206e-5,3.927,90,3.239,0.792,45,5.001e-5,0.087,2.02e-5,7.31,-0.06,83.035,89.993,61.059,12.9,9.634e-4,9.871e-6,9.806,31.913,24.09,3.129,0,0,0.321,0.618,0.433,0.064,0.122,0.618,0.018,0.056,-4.83e-4,0,0,0,0,7.339e-4,1.88,90,14.575,1005.579,0.001,340.131,0.123,1.193e6,2.5,4.909,0.048,0.177,0
1.773,67.384,67.384,40.664,40.791,-14.877,14.883,4.083,-1.047e-5,4.083,90,3.213,0.407,45,5.199e-5,0.14,1.755e-5,-5.939,-0.015,82.697,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.896,24.09,3.122,0,0,0.31,0.618,0.433,0.064,0.122,0.618,0.029,0.092,-3.892e-4,0,0,0,0,-5.017e-4,1.897,90,14.562,1005.347,0.001,340.123,0.12,1.173e6,2.5,4.909,0.05,0.177,0
1.823,69.399,69.399,39.925,40.053,-14.705,14.709,4.243,-9.111e-6,4.243,90,3.195,0.338,45,5.403e-5,0.184,2.619e-5,-2.05,-0.003,82.495,90.005,61.059,12.9,9.634e-4,9.871e-6,9.806,31.883,24.09,3.117,0,0,0.299,0.618,0.433,0.064,0.122,0.618,0.038,0.12,-3.328e-4,0,0,0,0,-6.199e-5,1.935,90,14.549,1005.111,0.001,340.116,0.118,1.152e6,2.5,4.909,0.046,0.178,0
1.869,71.235,71.235,39.247,39.375,-14.525,14.531,4.391,-9.779e-6,4.391,90,3.177,0.442,45,5.591e-5,0.112,2.312e-5,1.235,-0.006,82.483,90.006,61.059,12.9,9.634e-4,9.871e-6,9.806,31.905,24.09,3.126,0,0,0.289,0.618,0.433,0.064,0.122,0.618,0.023,0.074,3.948e-4,0,0,0,0,2.327e-5,1.924,90,14.537,1004.895,0.001,340.108,0.116,1.132e6,2.5,4.909,0.05,0.179,0
1.919,73.18,73.18,38.526,38.654,-14.327,14.34,4.549,-1.324e-5,4.549,90,3.15,0.618,45,5.793e-5,0.019,2.163e-5,-2.145,-0.041,82.579,90.002,61.059,12.9,9.634e-4,9.871e-6,9.806,31.934,24.09,3.137,0,0,0.279,0.618,0.433,0.063,0.122,0.618,0.004,0.013,-1.257e-5,0,0,0,0,-7.28e-5,1.881,90,14.524,1004.667,0.001,340.101,0.114,1.111e6,2.5,4.909,0.05,0.18,0
1.969,75.088,75.088,37.814,37.942,-14.129,14.155,4.706,-1.72e-5,4.706,90,3.115,0.852,45,5.992e-5,0.197,1.975e-5,-0.477,-0.014,82.659,89.995,61.059,12.9,9.634e-4,9.871e-6,9.806,31.878,24.09,3.115,0,0,0.268,0.618,0.433,0.063,0.122,0.618,0.041,0.128,-2.35e-4,0,0,0,0,-3.741e-6,1.889,90,14.512,1004.443,0.001,340.093,0.112,1.091e6,2.5,4.909,0.049,0.18,0
2.017,76.906,76.906,37.133,37.26,-13.967,13.995,4.856,-1.866e-5,4.856,90,3.069,0.898,45,6.183e-5,0.244,1.621e-5,5.028,-0.019,82.549,89.992,61.059,12.9,9.634e-4,9.871e-6,9.806,31.863,24.09,3.109,0,0,0.259,0.618,0.433,0.063,0.122,0.618,0.051,0.158,6.889e-5,0,0,0,0,4.301e-4,1.949,90,14.5,1004.23,0.001,340.086,0.11,1.071e6,2.5,4.909,0.041,0.181,0
2.058,78.403,78.403,36.568,36.694,-13.879,13.891,4.98,-1.747e-5,4.98,90,3.039,0.569,45,6.341e-5,0.013,1.594e-5,7.033,-0.36,82.292,89.994,61.059,12.9,9.634e-4,9.871e-6,9.806,31.935,24.09,3.138,0,0,0.251,0.618,0.433,0.063,0.122,0.618,0.003,0.007,2.6e-4,0,0,0,0,8.678e-4,1.918,90,14.49,1004.055,0.001,340.08,0.109,1.055e6,2.5,4.909,0.05,0.182,0
2.108,80.214,80.214,35.877,36.003,-13.749,13.755,5.131,-1.415e-5,5.131,90,3.016,0.412,45,6.534e-5,0.107,1.575e-5,-5.729,-0.015,81.964,90,61.059,12.9,9.634e-4,9.871e-6,9.806,31.905,24.09,3.126,0,0,0.242,0.618,0.433,0.063,0.121,0.618,0.022,0.07,-8.242e-5,0,0,0,0,-5.975e-4,1.98,90,14.479,1003.842,0.001,340.073,0.107,1.035e6,2.5,4.909,0.05,0.182,0
2.158,81.991,81.991,35.193,35.32,-13.595,13.603,5.281,-1.114e-5,5.281,90,2.992,0.468,45,6.725e-5,0.065,1.478e-5,-4.67,0.049,81.707,90.005,61.059,12.9,9.634e-4,9.871e-6,9.806,31.918,24.09,3.131,0,0,0.233,0.618,0.433,0.063,0.121,0.618,0.013,0.042,-4.149e-4,0,0,0,0,-4.121e-4,2.097,90,14.467,1003.634,0.001,340.066,0.105,1.016e6,2.5,4.909,0.05,0.183,0
2.208,83.733,83.733,34.516,34.644,-13.498,13.499,5.43,-1.052e-5,5.43,90,2.98,0.111,45,6.916e-5,0.347,1.214e-5,-0.325,0.007,81.565,90.006,61.059,12.9,9.634e-4,9.871e-6,9.806,31.831,24.09,3.096,0,0,0.224,0.618,0.433,0.063,0.121,0.618,0.073,0.225,-3.374e-4,0,0,0,0,-2.074e-6,1.925,90,14.456,1003.429,0.001,340.059,0.103,9.962e5,2.5,4.909,0.033,0.184,0
