# Simulation 2 (Up to date)
# 374 data points written for 58 variables.
#
# Tempo (s),Altitude (m),Altitude above sea level (m),Velocidade vertical (m/s),Velocidade total (m/s),Aceleração vertical (m/s²),Aceleração total (m/s²),Posição a Este do lançamento (m),Posição Norte do lançamento (m),Distância lateral (m),Direção lateral (°),Velocidade lateral (m/s),Aceleração lateral (m/s²),Latitude (° N),Longitude (° E),Ângulo de ataque (°),Taxa de rotação (°/s),Taxa de arremesso (°/s),Taxa de guinada (°/s),Orientação vertical (zênite) (°),Orientação lateral (azimute) (°),Massa. (g),Massa do propelente (g),Momento de inércia longitudinal (kg·m²),Momento de inércia de rotação (kg·m²),Aceleração gravitacional (m/s²),Localização do CP (cm),Localização do CG (cm),Calibres da margem de estabilidade (​),Impulso (N),Thrust-to-weight ratio (​),Força de arrasto (N),Coeficiente de arrasto (​),Coeficiente de arrasto de atrito (​),Coeficiente de arrasto de pressão (​),Coeficiente de arrasto de base (​),Coeficiente de arrasto axial (​),Coeficiente de força normal (​),Coeficiente de momento de Pitch (​),Guinada coeficiente de momento (​),Coeficiente de força lateral (​),Coeficiente do momento de rotação (​),Coeficiente forçado de rotação (​),Coeficiente de amortecimento de rotação (​),Coeficiente de arremesso de amortecimento (​),Velocidade do vento (m/s),Wind direction (°),Temperatura do ar (°C),Pressão do ar (mbar),Air density (g/cm³),Velocidade do som (m/s),Número de Mach (​),Número de Reynolds (​),Comprimento de referência (cm),Área de referência (cm²),Passo de tempo de simulação (s),Tempo de computação (s),Aceleração de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
4.972,134.623,134.623,3.924,4.449,-9.708,9.713,12.262,1.313e-4,12.262,89.999,2.096,0.326,45,1.562e-4,7.881,8.872e-6,37.667,0.001,51.613,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,29.964,24.09,2.349,0,0,0.008,0.706,0.52,0.067,0.12,0.801,2.019,3.692,-1.436e-4,0,0,0,0,1.052,2.006,90,14.125,997.461,0.001,339.859,0.017,1.616e5,2.5,4.909,0.05,0.222,0
5.022,134.807,134.807,3.44,4.019,-9.678,9.683,12.367,1.353e-4,12.367,89.999,2.079,0.327,45,1.575e-4,9.199,8.895e-6,40.269,0.001,49.664,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,29.712,24.09,2.248,0,0,0.007,0.715,0.529,0.067,0.12,0.836,2.431,4.086,1.753e-4,0,0,0,0,1.379,1.953,90,14.124,997.439,0.001,339.858,0.016,1.509e5,2.5,4.909,0.008,0.223,0
# Event EJECTION_CHARGE occurred at t=5.03 seconds
5.03,134.833,134.833,3.365,3.954,-9.674,9.679,12.383,1.359e-4,12.383,89.999,2.077,0.326,45,1.577e-4,9.403,8.895e-6,40.657,0.001,49.352,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,29.674,24.09,2.233,0,0,0.007,0.717,0.53,0.067,0.12,0.842,2.496,4.137,-4.284e-4,0,0,0,0,1.438,1.941,90,14.124,997.436,0.001,339.858,0.015,1.492e5,2.5,4.909,0.003,0.224,0
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=5.031 seconds
5.033,134.841,134.841,3.341,3.933,-19.575,22.823,12.388,1.361e-4,12.388,89.999,2.076,11.734,45,1.578e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.932,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.937,90,14.124,997.435,0.001,339.858,0.015,1.486e5,2.5,4.909,0.044,0.409,0
5.076,134.969,134.969,2.483,2.933,-15.786,17.908,12.467,1.393e-4,12.467,89.999,1.562,8.456,45,1.588e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.632,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,90,14.123,997.42,0.001,339.857,0.013,1.224e5,2.5,4.909,0.056,0.411,0
5.132,135.083,135.083,1.601,1.937,-12.957,14.343,12.542,1.428e-4,12.542,89.999,1.09,6.151,45,1.597e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.422,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.037,90,14.122,997.407,0.001,339.857,0.01,9.999e4,2.5,4.909,0.07,0.411,0
5.202,135.163,135.163,0.698,0.961,-10.901,11.702,12.603,1.467e-4,12.603,89.999,0.661,4.254,45,1.605e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.268,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.051,90,14.121,997.398,0.001,339.856,0.008,7.971e4,2.5,4.909,0.064,0.412,0
# Event APOGEE occurred at t=5.266 seconds
5.266,135.185,135.185,0,0.388,-9.806,10.393,12.636,1.498e-4,12.636,89.999,0.388,3.443,45,1.609e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.21,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.091,90,14.121,997.395,0.001,339.856,0.007,7.058e4,2.5,4.909,0.096,0.412,0
5.362,135.14,135.14,-0.944,0.945,-8.573,9.015,12.658,1.539e-4,12.658,89.999,0.057,2.786,45,1.612e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.186,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.076,90,14.122,997.4,0.001,339.857,0.007,6.638e4,2.5,4.909,0.111,0.413,0
5.473,134.983,134.983,-1.895,1.911,-7.022,7.511,12.647,1.58e-4,12.647,89.999,0.252,2.666,45,1.611e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.235,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.066,90,14.123,997.419,0.001,339.857,0.008,7.467e4,2.5,4.909,0.133,0.413,0
5.606,134.668,134.668,-2.829,2.894,-4.803,5.403,12.59,1.621e-4,12.59,89.999,0.607,2.474,45,1.603e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.341,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.006,90,14.125,997.456,0.001,339.858,0.009,8.985e4,2.5,4.909,0.185,0.413,0
5.791,134.062,134.062,-3.719,3.868,-1.759,2.869,12.435,1.663e-4,12.435,89.999,1.065,2.267,45,1.584e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.51,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.112,90,14.129,997.527,0.001,339.861,0.011,1.1e5,2.5,4.909,0.24,0.413,0
6.031,133.119,133.119,-4.141,4.442,-0.13,1.182,12.114,1.696e-4,12.114,89.999,1.609,1.175,45,1.543e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.595,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.112,90,14.135,997.637,0.001,339.865,0.012,1.187e5,2.5,4.909,0.216,0.413,0
6.247,132.223,132.223,-4.169,4.566,-0.051,0.596,11.74,1.71e-4,11.74,89.999,1.862,0.594,45,1.495e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.597,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.116,90,14.141,997.742,0.001,339.868,0.012,1.189e5,2.5,4.909,0.214,0.414,0
6.461,131.33,131.33,-4.18,4.629,-0.012,0.306,11.327,1.717e-4,11.327,89.999,1.989,0.306,45,1.443e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.859,90,14.146,997.847,0.001,339.872,0.012,1.191e5,2.5,4.909,0.214,0.414,0
6.674,130.437,130.437,-4.182,4.604,-6.135e-4,0.256,10.91,1.721e-4,10.91,89.999,1.924,0.256,45,1.389e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.815,90,14.152,997.952,0.001,339.875,0.012,1.191e5,2.5,4.909,0.213,0.414,0
6.888,129.545,129.545,-4.183,4.581,-0.002,0.024,10.505,1.722e-4,10.505,89.999,1.869,0.024,45,1.338e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.88,90,14.158,998.057,0.001,339.879,0.012,1.191e5,2.5,4.909,0.213,0.414,0
7.101,128.652,128.652,-4.183,4.584,8.596e-4,0.035,10.106,1.723e-4,10.106,89.999,1.875,0.035,45,1.287e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.889,90,14.164,998.161,0.001,339.882,0.012,1.191e5,2.5,4.909,0.213,0.414,0
7.314,127.76,127.76,-4.183,4.587,0.002,0.15,9.705,1.724e-4,9.705,89.999,1.882,0.15,45,1.236e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.946,90,14.17,998.266,0.001,339.886,0.012,1.191e5,2.5,4.909,0.213,0.414,0
7.528,126.868,126.868,-4.183,4.6,0.026,0.715,9.3,1.724e-4,9.3,89.999,1.914,0.714,45,1.184e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.602,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.218,90,14.175,998.37,0.001,339.889,0.012,1.194e5,2.5,4.909,0.213,0.415,0
7.741,125.977,125.977,-4.177,4.66,-0.023,0.196,8.876,1.724e-4,8.876,89.999,2.066,0.195,45,1.13e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.597,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.15,90,14.181,998.475,0.001,339.893,0.012,1.19e5,2.5,4.909,0.214,0.415,0
7.955,125.084,125.084,-4.182,4.683,0.003,0.278,8.43,1.724e-4,8.43,89.999,2.108,0.278,45,1.074e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.226,90,14.187,998.58,0.001,339.896,0.012,1.192e5,2.5,4.909,0.213,0.415,0
8.168,124.192,124.192,-4.181,4.71,0.009,0.484,7.974,1.724e-4,7.974,89.999,2.167,0.484,45,1.016e-4,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.373,90,14.193,998.684,0.001,339.9,0.012,1.193e5,2.5,4.909,0.213,0.415,0
8.381,123.301,123.301,-4.179,4.756,-0.011,0.04,7.501,1.724e-4,7.501,89.999,2.27,0.038,45,9.553e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.287,90,14.199,998.789,0.001,339.903,0.012,1.191e5,2.5,4.909,0.213,0.415,0
8.594,122.409,122.409,-4.182,4.762,0.001,0.117,7.016,1.724e-4,7.016,89.999,2.279,0.117,45,8.935e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.229,90,14.204,998.893,0.001,339.907,0.012,1.192e5,2.5,4.909,0.213,0.415,0
8.808,121.517,121.517,-4.182,4.75,0.003,0.22,6.533,1.724e-4,6.533,89.998,2.254,0.22,45,8.319e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.16,90,14.21,998.998,0.001,339.91,0.012,1.192e5,2.5,4.909,0.213,0.415,0
9.021,120.626,120.626,-4.181,4.728,-9.639e-4,0.116,6.057,1.724e-4,6.057,89.998,2.207,0.116,45,7.714e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.256,90,14.216,999.103,0.001,339.914,0.012,1.191e5,2.5,4.909,0.213,0.416,0
9.234,119.734,119.734,-4.181,4.739,0.002,0.196,5.584,1.724e-4,5.584,89.998,2.231,0.196,45,7.111e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.148,90,14.222,999.207,0.001,339.917,0.012,1.192e5,2.5,4.909,0.213,0.416,0
9.447,118.843,118.843,-4.181,4.719,0.008,0.429,5.113,1.724e-4,5.113,89.998,2.189,0.429,45,6.511e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.007,90,14.228,999.312,0.001,339.921,0.012,1.193e5,2.5,4.909,0.213,0.416,0
9.66,117.952,117.952,-4.179,4.676,-0.005,0.25,4.656,1.724e-4,4.656,89.998,2.098,0.25,45,5.929e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.991,90,14.233,999.416,0.001,339.924,0.012,1.191e5,2.5,4.909,0.213,0.416,0
9.874,117.06,117.06,-4.18,4.653,-0.002,0.094,4.214,1.724e-4,4.214,89.998,2.045,0.094,45,5.366e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.005,90,14.239,999.521,0.001,339.928,0.012,1.192e5,2.5,4.909,0.213,0.416,0
10.087,116.169,116.169,-4.181,4.645,0.017,0.567,3.78,1.724e-4,3.78,89.997,2.025,0.567,45,4.814e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.601,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.783,90,14.245,999.625,0.001,339.931,0.012,1.194e5,2.5,4.909,0.213,0.416,0
10.3,115.278,115.278,-4.177,4.59,-0.015,0.016,3.362,1.724e-4,3.362,89.997,1.904,0.003,45,4.281e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.905,90,14.251,999.73,0.001,339.935,0.012,1.191e5,2.5,4.909,0.213,0.417,0
10.513,114.387,114.387,-4.18,4.594,0.002,0.134,2.955,1.724e-4,2.955,89.997,1.905,0.134,45,3.764e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.962,90,14.256,999.834,0.001,339.938,0.012,1.192e5,2.5,4.909,0.213,0.417,0
10.727,113.496,113.496,-4.18,4.605,1.119e-4,0.063,2.546,1.724e-4,2.546,89.996,1.933,0.063,45,3.243e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.906,90,14.262,999.939,0.001,339.942,0.012,1.192e5,2.5,4.909,0.213,0.417,0
10.94,112.605,112.605,-4.18,4.6,0.003,0.226,2.136,1.724e-4,2.136,89.995,1.92,0.226,45,2.72e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.016,90,14.268,1000.043,0.001,339.945,0.012,1.192e5,2.5,4.909,0.213,0.417,0
11.153,111.715,111.715,-4.179,4.619,0.002,0.278,1.722,1.724e-4,1.722,89.994,1.968,0.278,45,2.192e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.086,90,14.274,1000.148,0.001,339.949,0.012,1.192e5,2.5,4.909,0.213,0.417,0
11.366,110.824,110.824,-4.179,4.644,-6.291e-4,0.221,1.296,1.724e-4,1.296,89.992,2.027,0.221,45,1.65e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.121,90,14.28,1000.252,0.001,339.952,0.012,1.192e5,2.5,4.909,0.213,0.417,0
11.579,109.933,109.933,-4.179,4.665,-0.002,0.025,0.859,1.724e-4,0.859,89.988,2.074,0.025,45,1.094e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.064,90,14.285,1000.357,0.001,339.956,0.012,1.192e5,2.5,4.909,0.213,0.418,0
11.792,109.043,109.043,-4.179,4.663,0.005,0.298,0.417,1.724e-4,0.417,89.976,2.069,0.298,45,5.313e-6,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.196,90,14.291,1000.461,0.001,339.959,0.012,1.193e5,2.5,4.909,0.213,0.418,0
12.005,108.152,108.152,-4.178,4.691,0.008,0.487,-0.03,1.724e-4,0.03,270.325,2.132,0.487,45,-3.869e-7,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.925,90,14.297,1000.566,0.001,339.963,0.012,1.193e5,2.5,4.909,0.213,0.418,0
12.218,107.262,107.262,-4.176,4.643,-0.011,0.058,-0.474,1.724e-4,0.474,270.021,2.029,0.057,45,-6.033e-6,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.004,90,14.303,1000.67,0.001,339.966,0.012,1.191e5,2.5,4.909,0.213,0.418,0
12.432,106.371,106.371,-4.179,4.64,0.001,0.085,-0.905,1.724e-4,0.905,270.011,2.017,0.085,45,-1.152e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.053,90,14.309,1000.774,0.001,339.97,0.012,1.192e5,2.5,4.909,0.213,0.418,0
12.645,105.481,105.481,-4.178,4.647,5.307e-4,0.038,-1.336,1.724e-4,1.336,270.007,2.035,0.038,45,-1.702e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.018,90,14.314,1000.879,0.001,339.973,0.012,1.192e5,2.5,4.909,0.213,0.418,0
12.858,104.591,104.591,-4.178,4.644,0.005,0.3,-1.769,1.724e-4,1.769,270.006,2.026,0.3,45,-2.253e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.154,90,14.32,1000.983,0.001,339.977,0.012,1.193e5,2.5,4.909,0.213,0.418,0
13.071,103.701,103.701,-4.177,4.671,-0.002,0.182,-2.208,1.724e-4,2.208,270.004,2.09,0.182,45,-2.811e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.168,90,14.326,1001.088,0.001,339.98,0.012,1.192e5,2.5,4.909,0.213,0.419,0
13.284,102.811,102.811,-4.178,4.689,-6.537e-4,0.064,-2.657,1.724e-4,2.657,270.004,2.129,0.064,45,-3.384e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.156,90,14.332,1001.192,0.001,339.984,0.012,1.192e5,2.5,4.909,0.213,0.419,0
13.497,101.921,101.921,-4.178,4.695,0.011,0.459,-3.112,1.724e-4,3.112,270.003,2.143,0.458,45,-3.963e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.948,90,14.338,1001.296,0.001,339.987,0.012,1.193e5,2.5,4.909,0.213,0.419,0
13.71,101.031,101.031,-4.175,4.649,0.009,0.604,-3.558,1.724e-4,3.558,270.003,2.045,0.603,45,-4.531e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.788,90,14.343,1001.401,0.001,339.991,0.012,1.194e5,2.5,4.909,0.213,0.419,0
13.923,100.141,100.141,-4.174,4.592,-0.013,0.299,-3.98,1.724e-4,3.98,270.002,1.916,0.298,45,-5.069e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.043,90,14.349,1001.505,0.001,339.994,0.012,1.192e5,2.5,4.909,0.213,0.419,0
14.136,99.251,99.251,-4.176,4.622,0.01,0.518,-4.396,1.724e-4,4.396,270.002,1.98,0.518,45,-5.598e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.6,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2,90,14.355,1001.609,0.001,339.998,0.012,1.194e5,2.5,4.909,0.213,0.419,0
14.349,98.362,98.362,-4.174,4.668,-0.01,0.219,-4.829,1.724e-4,4.829,270.002,2.09,0.219,45,-6.15e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.184,90,14.361,1001.714,0.001,340.001,0.012,1.192e5,2.5,4.909,0.213,0.42,0
14.562,97.472,97.472,-4.176,4.691,-0.001,0.082,-5.28,1.724e-4,5.28,270.002,2.137,0.082,45,-6.723e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.599,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.172,90,14.366,1001.818,0.001,340.005,0.012,1.192e5,2.5,4.909,0.213,0.42,0
14.775,96.582,96.582,-4.177,4.7,0.021,0.633,-5.737,1.724e-4,5.737,270.002,2.154,0.633,45,-7.305e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.601,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.424,90,14.372,1001.922,0.001,340.008,0.012,1.195e5,2.5,4.909,0.213,0.42,0
14.988,95.693,95.693,-4.172,4.759,-0.014,0.336,-6.21,1.724e-4,6.21,270.002,2.289,0.336,45,-7.908e-5,NaN,NaN,NaN,NaN,49.25,89.999,61.059,12.9,9.634e-4,9.871e-6,9.806,0,24.09,-9.636,0,0,0.598,115.2,0,115.2,0,115.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.432,90,14.378,1002.027,0.001,340.012,0.012,1.192e5,2.5,4.909,0.213,0.42,0
